# step h OmegaM OmegaL chi2
8956 0.69013951 0.21784116 0.54358087 567.38345421
8957 0.69360384 0.17942636 0.55415708 565.38974806
8958 0.69364662 0.18937927 0.55430713 564.80484238
8959 0.69358707 0.18555175 0.56083327 565.24256648
8960 0.69536519 0.19533940 0.54360415 564.83732394
8961 0.69346593 0.19331622 0.55153103 564.78025349
8962 0.69810941 0.19135999 0.57729057 564.14876939
8963 0.69991305 0.17225228 0.58821957 564.97961052
8964 0.69611536 0.17449009 0.59695901 566.30431448
8965 0.69865472 0.17617481 0.59027416 564.44480792
8966 0.70044161 0.17738951 0.58777641 565.21313417
8967 0.69653000 0.17389346 0.56715257 564.41495383
8968 0.69582984 0.19857076 0.56512901 564.02123410
8969 0.69550141 0.15856024 0.56465262 566.42309895
8970 0.69702961 0.14264495 0.53451673 565.83186335
8971 0.69652289 0.14312141 0.52669976 565.70811685
8972 0.69414915 0.13884405 0.52477948 567.36944102
8973 0.69484733 0.15845203 0.50670086 565.40472784
8974 0.69571044 0.17468086 0.50888504 566.32414143
8975 0.69725191 0.15013682 0.50908666 566.25843690
8976 0.69576351 0.12694541 0.50773727 566.72050432
8977 0.69914458 0.12584859 0.50973712 567.73955207
8978 0.70040587 0.14564488 0.51910383 569.03984492
8979 0.69181551 0.13661457 0.48668929 567.70312559
8980 0.69459759 0.11188541 0.48636523 567.97627566
8981 0.69576072 0.10679677 0.50518124 569.20470174
8982 0.69544437 0.12395637 0.51777891 567.76773143
8983 0.70156495 0.11288599 0.51547553 570.50545783
8984 0.69902656 0.11460713 0.48755347 568.80277896
8985 0.69443146 0.10777324 0.49394941 569.22968161
8986 0.69920360 0.12716676 0.52578267 567.36373199
8987 0.69700911 0.13797964 0.54386810 566.65111704
8988 0.69744194 0.14263609 0.53596284 565.85021391
8989 0.69201767 0.16488926 0.52447390 566.84236836
8990 0.69254173 0.19490203 0.51845141 565.88519718
8991 0.69345401 0.20667554 0.52402110 566.44003249
8992 0.69655044 0.16622870 0.52375954 565.36321355
8993 0.69896137 0.14837965 0.52771002 566.60914696
8994 0.69354003 0.15794234 0.51943921 565.73247550
8995 0.69623529 0.16543815 0.56182309 564.97786915
8996 0.70014080 0.14715211 0.54408049 566.92891510
8997 0.69469117 0.16924961 0.52193109 564.97360134
8998 0.69427636 0.17280500 0.52619171 564.91480069
8999 0.69498111 0.15284643 0.52620516 565.43477778
9000 0.69571258 0.17638046 0.51040378 566.32106353
9001 0.69409036 0.17916865 0.52324658 565.03765148
9002 0.69288878 0.18476434 0.54394928 565.37123981
9003 0.69231837 0.17064078 0.55387036 567.95414705
9004 0.69323637 0.17868891 0.55760598 566.01710099
9005 0.70165110 0.18192528 0.56648260 568.75275528
9006 0.70176320 0.14606322 0.57993214 567.62544534
9007 0.70667204 0.14447264 0.60260066 573.68026705
9008 0.69995931 0.16206722 0.59735987 565.88112134
9009 0.70013857 0.20294455 0.62325973 563.76844149
9010 0.69916225 0.18253966 0.63503516 565.90804295
9011 0.70119739 0.18305145 0.62274116 565.01493715
9012 0.70293781 0.17710059 0.59218978 567.99722342
9013 0.70101916 0.18686322 0.58631064 566.10876430
9014 0.69727196 0.18207646 0.53812809 565.64156312
9015 0.69493816 0.15457847 0.53164113 565.46990626
9016 0.69807270 0.16839120 0.54174502 565.41721815
9017 0.69452353 0.16448117 0.53571974 565.12830400
9018 0.69805671 0.16171440 0.54322447 565.25616875
9019 0.69530569 0.17683507 0.54292718 564.47626011
9020 0.69444006 0.17645159 0.53916115 564.69807473
9021 0.69138412 0.17401986 0.52723299 567.02507833
9022 0.69321705 0.17955274 0.54029969 565.26814437
9023 0.69450820 0.18331954 0.53093118 564.84219379
9024 0.69594981 0.17859133 0.54351957 564.48908744
9025 0.69832184 0.15769963 0.55284717 565.22989036
9026 0.69555262 0.15753127 0.55686282 565.95260094
9027 0.69703187 0.16433673 0.54728731 564.74064126
9028 0.70089143 0.19334495 0.58708900 566.24570158
9029 0.70304345 0.17392602 0.57058598 570.24285105
9030 0.69530746 0.16493015 0.59323477 568.62569085
9031 0.70306542 0.13556914 0.58932384 569.69993535
9032 0.70393604 0.15576002 0.59189711 569.29394129
9033 0.69691079 0.15509712 0.56761327 565.99044793
9034 0.69144360 0.16926415 0.54565853 568.84583673
9035 0.69553443 0.15664097 0.54919674 565.63229527
9036 0.70093365 0.17852054 0.55805407 568.15491105
9037 0.70139001 0.18439279 0.58387166 566.68859239
9038 0.70373596 0.17638224 0.59932319 568.71296089
9039 0.69577781 0.20460583 0.57654065 563.76664540
9040 0.69913694 0.20006626 0.55486753 567.94512289
9041 0.69388817 0.20058786 0.53842195 565.09386538
9042 0.69722362 0.20659395 0.56300179 565.30923994
9043 0.69421437 0.18832921 0.53835475 564.69693761
9044 0.70005630 0.17716809 0.56161320 566.38969935
9045 0.69510053 0.20263383 0.55009802 564.75067952
9046 0.69491704 0.20442405 0.53472240 565.98165591
9047 0.69406937 0.18974516 0.54891894 564.54815862
9048 0.69228345 0.19333262 0.55471290 565.84935141
9049 0.69551776 0.17381033 0.55726371 564.56937140
9050 0.70125008 0.18704158 0.56810861 568.32852357
9051 0.69406567 0.17691299 0.55970582 565.41856050
9052 0.69836567 0.14594142 0.51917325 566.51368276
9053 0.69723899 0.16733071 0.53482349 565.19781406
9054 0.69367627 0.18202471 0.53616383 564.88552919
9055 0.69682516 0.16261010 0.51636987 565.87770420
9056 0.69630044 0.15266027 0.50915158 565.70318428
9057 0.69178031 0.15834696 0.50646071 566.80851769
9058 0.69307385 0.18103730 0.51367717 565.51372538
9059 0.69565689 0.17224202 0.54486304 564.51112166
9060 0.69451818 0.17238553 0.57013904 566.08630681
9061 0.69588632 0.18985004 0.56525797 563.97046924
9062 0.69885681 0.17159217 0.57368401 564.70423106
9063 0.69782101 0.22022003 0.58818652 564.75783098
9064 0.69136039 0.24436816 0.59922539 566.50820690
9065 0.69731417 0.27435673 0.62796168 566.72453429
9066 0.69179409 0.26766935 0.63650658 566.62199927
9067 0.69517919 0.24731447 0.59815306 564.83881770
9068 0.70038627 0.22048648 0.60408237 566.17824855
9069 0.70030364 0.20876123 0.61641633 564.19736261
9070 0.69845065 0.21686097 0.62602664 563.01988239
9071 0.70305281 0.20363466 0.62829634 566.43375231
9072 0.69928309 0.22800299 0.65479139 562.76718449
9073 0.70048304 0.21414930 0.67017320 563.87367384
9074 0.69827299 0.21934886 0.65030595 563.26325284
9075 0.69807563 0.23348922 0.63450959 562.87617059
9076 0.70089429 0.23400653 0.64809900 563.92408751
9077 0.69429714 0.24200457 0.63677553 564.34780595
9078 0.69981344 0.24406529 0.63637209 564.53010063
9079 0.69458731 0.23234041 0.61159261 563.80685622
9080 0.69263292 0.21996053 0.59917666 565.81408181
9081 0.69841203 0.24664657 0.60241579 567.05668049
9082 0.69110560 0.24681492 0.58668631 566.69724344
9083 0.69779952 0.21834265 0.58552088 564.81121907
9084 0.69527062 0.17563786 0.58179253 565.75755889
9085 0.69672105 0.19711691 0.55899494 564.58670277
9086 0.69949951 0.17546027 0.54174377 567.43076946
9087 0.69851085 0.15244529 0.52489533 566.41867894
9088 0.69965692 0.17035069 0.53431642 568.05357028
9089 0.69775397 0.17612560 0.54519829 565.21000718
9090 0.69346587 0.18620333 0.55451060 565.08962166
9091 0.70028848 0.18257953 0.57798234 565.66047955
9092 0.70041900 0.19572957 0.59484632 565.16498444
9093 0.69053522 0.21694219 0.60290812 570.32069870
9094 0.69635024 0.21550080 0.62293680 563.50516620
9095 0.70009500 0.25211946 0.63157876 566.40825352
9096 0.69624247 0.24454432 0.60988585 564.11441572
9097 0.70161732 0.25295630 0.65543540 565.86924038
9098 0.70102646 0.22877646 0.63789910 564.48129906
9099 0.70087359 0.21666468 0.64737576 563.51703534
9100 0.69976093 0.22948330 0.68161801 563.27814861
9101 0.69865602 0.25499067 0.64647260 563.64202462
9102 0.69657281 0.26421701 0.63417967 564.23046691
9103 0.69923956 0.25150758 0.63318177 565.01582483
9104 0.69783043 0.23119492 0.65193052 562.82533438
9105 0.69526557 0.21757145 0.65029775 566.50448935
9106 0.70179830 0.22955983 0.66566010 563.64636231
9107 0.69470510 0.20261051 0.61233596 565.58177670
9108 0.69611504 0.18495483 0.61940196 566.97626626
9109 0.69474178 0.19453268 0.59574470 565.18105090
9110 0.69823368 0.18469427 0.58223108 564.04657276
9111 0.70095817 0.16230969 0.58295165 566.08449286
9112 0.69721361 0.18226783 0.58000335 564.02776418
9113 0.69524795 0.19669593 0.58186461 564.01624144
9114 0.69267653 0.21050212 0.60772988 567.31609916
9115 0.69881464 0.19355880 0.62636537 564.15392589
9116 0.70187381 0.21035484 0.62726015 565.22680804
9117 0.69800300 0.24766794 0.61901336 564.76759447
9118 0.69935412 0.21593866 0.63374590 563.12368977
9119 0.70511351 0.20192334 0.64084994 568.75405829
9120 0.69706017 0.21734239 0.62136363 563.09105139
9121 0.69977522 0.20812288 0.63629184 563.40099231
9122 0.69988655 0.18174918 0.58484556 564.88199748
9123 0.69650970 0.18764473 0.60553199 564.88467080
9124 0.69796826 0.17747423 0.61595267 565.84437101
9125 0.69876048 0.17161433 0.60033907 565.13138277
9126 0.70090106 0.19151321 0.60132394 565.12644975
9127 0.70070828 0.18069198 0.59290244 565.23106186
9128 0.69353122 0.17459432 0.56904187 566.97065854
9129 0.69396524 0.18884000 0.55482810 564.63006245
9130 0.69673265 0.18657739 0.56141102 564.14449929
9131 0.69461246 0.17142144 0.54790951 564.95035001
9132 0.69981792 0.17979578 0.53583955 569.15741548
9133 0.69469106 0.18790566 0.55967932 564.33231566
9134 0.69102143 0.19552061 0.59078242 570.99494026
9135 0.69787066 0.22099742 0.58064244 565.61937539
9136 0.69510146 0.21165335 0.58644573 563.73955560
9137 0.69538716 0.19855759 0.57661660 563.85147722
9138 0.69331540 0.20383539 0.55593219 564.75344733
9139 0.69292133 0.21445293 0.56538420 564.92315919
9140 0.69202133 0.18698894 0.53631232 565.88531170
9141 0.69504281 0.14579415 0.53223777 566.22861123
9142 0.69464765 0.17456637 0.54973058 564.78859493
9143 0.69769786 0.13584059 0.54581012 566.77871283
9144 0.69356642 0.17138575 0.52462038 565.18307554
9145 0.69512086 0.16010237 0.50069096 565.77531170
9146 0.69386482 0.18874498 0.51847998 565.60713001
9147 0.69304369 0.19418995 0.53835039 565.07625337
9148 0.69235289 0.17458737 0.51247863 565.76940728
9149 0.69335399 0.19462842 0.53268223 565.14444748
9150 0.69088478 0.20254582 0.51699092 566.85185972
9151 0.69067218 0.15785193 0.51106129 568.56637081
9152 0.69629784 0.14437650 0.47807549 567.51174073
9153 0.69624450 0.15086133 0.49047611 566.78215231
9154 0.69635184 0.14011209 0.51169047 565.82871860
9155 0.69907663 0.15232017 0.51880499 567.50533464
9156 0.69541043 0.14193533 0.55983667 568.78771452
9157 0.70128564 0.11971060 0.55772046 569.60422552
9158 0.69953495 0.13273565 0.55827307 567.56154603
9159 0.70103062 0.12280728 0.55498729 569.01233075
9160 0.69345827 0.14738215 0.53777357 568.09179678
9161 0.69909336 0.15404786 0.51516247 567.97707179
9162 0.70047997 0.14797566 0.52911016 568.33519000
9163 0.70211931 0.16054286 0.53245732 572.05792312
9164 0.68891328 0.14244229 0.53279846 578.72560927
9165 0.69821931 0.15250485 0.53144421 565.84116832
9166 0.69446848 0.15330495 0.50668757 565.45890406
9167 0.69643461 0.15156142 0.51006581 565.71541033
9168 0.69173150 0.14675949 0.49829287 567.43777615
9169 0.70076168 0.11161328 0.49816095 570.35903497
9170 0.69117021 0.16600417 0.47986327 566.88041842
9171 0.69058628 0.15406027 0.45922226 567.55815573
9172 0.69371890 0.13575265 0.47620500 566.36518883
9173 0.69846091 0.12968754 0.49868918 567.60477177
9174 0.69487034 0.15102794 0.46591113 567.80133775
9175 0.69310065 0.15185346 0.44926717 568.15669351
9176 0.68684511 0.20410149 0.47538671 571.61245468
9177 0.69432410 0.19579638 0.49078724 569.57804276
9178 0.69792695 0.17162308 0.50924795 568.57783844
9179 0.69775462 0.13541992 0.51200654 566.45290105
9180 0.69831628 0.13503653 0.49339505 567.92998005
9181 0.69892935 0.12126761 0.51012308 567.71358469
9182 0.69897602 0.13516362 0.51885973 567.07023623
9183 0.69555651 0.15089924 0.53135622 565.46476058
9184 0.69334983 0.16512670 0.55884465 567.61450828
9185 0.69821661 0.17543590 0.51832554 568.28713186
9186 0.69726257 0.14273964 0.54197454 565.98650645
9187 0.69544815 0.18637951 0.53154782 565.16180404
9188 0.69438749 0.17314185 0.53528812 564.80745114
9189 0.69887205 0.15067884 0.55016154 565.76553315
9190 0.69944297 0.16255330 0.54781170 566.13638080
9191 0.70162461 0.17361790 0.53159942 572.83477458
9192 0.70123604 0.14641245 0.51613514 570.94308221
9193 0.69933297 0.14233892 0.52474976 567.08689913
9194 0.69234576 0.16618630 0.50345555 565.94873944
9195 0.69767405 0.14717393 0.52319296 565.85253413
9196 0.69770897 0.15993326 0.51296182 566.82539733
9197 0.69075586 0.12841511 0.46802527 568.76558072
9198 0.69596611 0.09639697 0.45058465 568.40801032
9199 0.69850122 0.12231165 0.48137889 568.68062483
9200 0.69232236 0.11879435 0.47951951 568.71892848
9201 0.69917453 0.15562701 0.50712941 569.13667515
9202 0.69861466 0.16336842 0.51867295 567.63861989
9203 0.69589249 0.17704213 0.51824561 565.83400610
9204 0.69232431 0.19875669 0.52476154 565.82006474
9205 0.69757588 0.16206225 0.52287929 566.01124887
9206 0.69305067 0.17430986 0.49199662 566.31668246
9207 0.69607480 0.17102656 0.51438098 565.89389430
9208 0.69636159 0.17346072 0.51073025 566.62711124
9209 0.69017742 0.16722854 0.48906094 567.58314082
9210 0.69773788 0.14924630 0.50488030 566.96369029
9211 0.69889557 0.15391906 0.51987745 567.26526177
9212 0.69524324 0.15565883 0.51723282 565.21266356
9213 0.69658350 0.16718862 0.52942644 565.11011362
9214 0.69386598 0.18501904 0.49352451 567.38795486
9215 0.69388725 0.20027977 0.48420878 570.79525953
9216 0.68850688 0.19649049 0.49675385 569.14290706
9217 0.69457446 0.19593125 0.53549348 565.12281315
9218 0.69263581 0.18431229 0.54050566 565.52948576
9219 0.70158023 0.17224363 0.55880686 568.66291378
9220 0.69189383 0.18738104 0.56162865 567.25424278
9221 0.69538674 0.18429296 0.53869408 564.66048059
9222 0.69361137 0.19087854 0.57165463 565.31604409
9223 0.69405148 0.18486968 0.54659710 564.64715749
9224 0.69703379 0.21147401 0.57061423 564.89303927
9225 0.70082412 0.21475899 0.59637411 567.13608204
9226 0.70279374 0.21334614 0.62138551 567.38370461
9227 0.70172080 0.21967995 0.62763561 565.57860279
9228 0.69895852 0.23721007 0.64307370 562.96845940
9229 0.69601522 0.22740171 0.65029441 564.28413836
9230 0.69989158 0.24749696 0.66670938 562.79952294
9231 0.69691591 0.25684492 0.65417865 562.86224468
9232 0.69633556 0.22758635 0.64728004 563.76773465
9233 0.70073421 0.22843365 0.63598682 564.28572867
9234 0.70296844 0.21655233 0.64868443 565.39835847
9235 0.69768016 0.21147001 0.61250067 563.15333565
9236 0.69494841 0.23601252 0.63845078 564.05915712
9237 0.69751654 0.20110698 0.61571199 563.59708954
9238 0.70113761 0.21459977 0.61480020 565.57096777
9239 0.69909788 0.22819852 0.60628473 565.07922934
9240 0.69810607 0.25296789 0.61070912 566.51626273
9241 0.69959488 0.23907610 0.64066064 563.58141095
9242 0.70002991 0.23254164 0.65093813 563.06119513
9243 0.70060882 0.24829906 0.68971407 562.54909801
9244 0.69806806 0.24913635 0.67476709 562.56173925
9245 0.69835458 0.25582170 0.65831304 562.84998892
9246 0.69585407 0.27176816 0.64643064 563.93303852
9247 0.69899344 0.26603872 0.65410656 564.34079212
9248 0.69694635 0.26635228 0.68369801 562.82957803
9249 0.70195904 0.26045144 0.67608453 564.97507377
9250 0.69953626 0.23624239 0.67098947 562.63728514
9251 0.70194094 0.22572311 0.65478539 564.18072931
9252 0.70375008 0.21168049 0.69094633 565.32222021
9253 0.70386169 0.23560331 0.67231799 565.89934855
9254 0.70029582 0.22569877 0.68272244 563.48538503
9255 0.70340495 0.21333381 0.67656565 564.84882172
9256 0.69906690 0.26052585 0.70596923 562.54710974
9257 0.70559459 0.24981852 0.73690736 565.07833965
9258 0.69795204 0.26791467 0.71715643 563.37014963
9259 0.69687533 0.28439944 0.73811650 564.81389947
9260 0.70142857 0.26862505 0.75233403 563.22341854
9261 0.70287153 0.25273864 0.72983098 563.25373092
9262 0.70078628 0.22813894 0.72653322 566.82317049
9263 0.70432776 0.23072341 0.71872688 564.86189320
9264 0.70079536 0.22945843 0.71394601 565.10493066
9265 0.70176677 0.24314668 0.70846574 563.07374969
9266 0.70448026 0.25269894 0.72973024 564.14456010
9267 0.70440036 0.26976829 0.74822223 563.69320332
9268 0.70520306 0.23425500 0.72809846 565.33117088
9269 0.70432285 0.23116514 0.71652007 564.78543704
9270 0.70343437 0.23170434 0.73506848 565.48447135
9271 0.70679026 0.19851265 0.71692560 569.56302678
9272 0.70181094 0.22810741 0.69209088 563.55744445
9273 0.69907892 0.24772732 0.71774969 564.40611758
9274 0.69442773 0.23833665 0.69344246 570.66918295
9275 0.70808075 0.22760766 0.71176730 569.71646357
9276 0.69857044 0.24430270 0.71841617 565.55475185
9277 0.70257157 0.22789821 0.71640397 564.72820239
9278 0.70496662 0.23212633 0.72987749 565.38199669
9279 0.70048113 0.24583620 0.73855419 565.49602129
9280 0.70665060 0.23779212 0.75400492 566.68274535
9281 0.70018052 0.24250192 0.71885740 564.21408830
9282 0.70260258 0.25163599 0.74127659 563.75639588
9283 0.70356531 0.23693870 0.70172839 564.05983026
9284 0.69748919 0.25173739 0.66774784 562.61060120
9285 0.69758848 0.24941333 0.67078587 562.66236531
9286 0.69407480 0.26079981 0.65400234 564.52662994
9287 0.69315520 0.27917290 0.67197118 565.83471143
9288 0.69889041 0.27504828 0.66144885 564.58677459
9289 0.69735148 0.25608301 0.67593565 562.68926248
9290 0.69620742 0.25072075 0.65621430 563.06264129
9291 0.69572752 0.25271769 0.67421580 564.05775905
9292 0.69497324 0.24243471 0.66128751 564.94225102
9293 0.69760501 0.22133387 0.65897761 563.97737356
9294 0.69685878 0.22350644 0.64817423 563.70710742
9295 0.69773340 0.23636233 0.65668205 562.75696802
9296 0.69695039 0.24420358 0.66056038 562.91298449
9297 0.69742531 0.25190299 0.65287830 562.73920495
9298 0.69756794 0.27356079 0.65333666 564.16058579
9299 0.69467706 0.27872421 0.67775876 564.25404443
9300 0.69389354 0.26823545 0.64090102 564.53071897
9301 0.69184901 0.25914248 0.64414284 567.23924385
9302 0.69590299 0.26060928 0.65976932 563.17799123
9303 0.69452396 0.24727922 0.69208496 568.50492471
9304 0.70129905 0.23774176 0.71627865 563.94128496
9305 0.70171994 0.27430188 0.72408150 562.58717086
9306 0.70052452 0.29999778 0.73413578 562.78706844
9307 0.70270587 0.27570540 0.75144770 562.71517683
9308 0.69964639 0.28224173 0.76671221 564.32866674
9309 0.70284061 0.30515979 0.82277660 564.30879078
9310 0.70233694 0.31628443 0.80341108 562.72832251
9311 0.69951928 0.33209323 0.79101873 563.14896897
9312 0.70004250 0.34535423 0.79945161 563.39682930
9313 0.70393433 0.29994000 0.78974036 562.99709288
9314 0.70591755 0.31769544 0.77895784 567.16747413
9315 0.70641605 0.34697578 0.80852842 569.11593907
9316 0.70577660 0.36016419 0.80805272 570.52769526
9317 0.70351012 0.36329363 0.80114273 567.96367598
9318 0.70151785 0.38624998 0.78992763 571.52751024
9319 0.69366776 0.40417661 0.78638037 571.82142114
9320 0.69406080 0.39543484 0.79399918 570.33873042
9321 0.69282936 0.40071716 0.79176075 572.24457849
9322 0.69822252 0.38416342 0.81733776 566.17057280
9323 0.70362753 0.37064746 0.83262084 565.86752911
9324 0.70059584 0.38863217 0.82742074 566.48152199
9325 0.69805416 0.38081775 0.81707779 565.93689684
9326 0.69475511 0.37086399 0.79541649 568.17349300
9327 0.69721683 0.38781819 0.77714935 569.19156363
9328 0.69292935 0.38282197 0.75730549 570.88963282
9329 0.69806165 0.38208853 0.77861167 568.39188598
9330 0.69959594 0.35292966 0.77772134 564.81107385
9331 0.69710995 0.35178958 0.76963493 565.01805529
9332 0.69808808 0.36418185 0.79283580 565.11158221
9333 0.69734221 0.36739191 0.79055310 565.66815108
9334 0.69907740 0.39370818 0.77649114 572.02250462
9335 0.69394351 0.38282575 0.76247430 569.91188962
9336 0.69612749 0.37537560 0.77247519 567.56433579
9337 0.69656994 0.39014126 0.79376239 568.22938715
9338 0.70046606 0.37947469 0.78841445 568.74777349
9339 0.69594236 0.36243484 0.76300647 566.59551853
9340 0.69777050 0.31038193 0.76669085 563.97966811
9341 0.69519129 0.30387419 0.73887754 565.78920446
9342 0.69624363 0.30936554 0.74650583 564.55780451
9343 0.70147691 0.30593674 0.74537329 563.18229875
9344 0.70129656 0.32218119 0.75582864 563.87657255
9345 0.69696327 0.34201431 0.73157577 565.89016221
9346 0.70002489 0.32272720 0.73653520 564.50214146
9347 0.69855694 0.27225949 0.72376041 562.96408862
9348 0.69818226 0.28748825 0.71462578 562.53927110
9349 0.69900057 0.28919362 0.74758808 562.91000808
9350 0.70277920 0.29611081 0.73179705 564.54318480
9351 0.70004017 0.27880667 0.69154795 563.38402197
9352 0.69460258 0.29893976 0.69682742 564.70427829
9353 0.69714814 0.29816783 0.70691223 563.18279529
9354 0.70162331 0.28231240 0.69711998 564.87545834
9355 0.69924859 0.28454680 0.71080169 562.45093513
9356 0.69804566 0.29612461 0.73619936 562.86324764
9357 0.69967871 0.31403642 0.73372676 563.52427359
9358 0.70425068 0.29406574 0.76501260 563.67031618
9359 0.70274563 0.27784836 0.75290298 562.69510328
9360 0.70790426 0.27140946 0.77219079 566.99613271
9361 0.69772975 0.26300592 0.74701838 567.54588365
9362 0.70119158 0.26446320 0.73667719 562.79822474
9363 0.70118353 0.25873363 0.69836151 562.67849707
9364 0.69920041 0.26116086 0.70176356 562.37434871
9365 0.70155600 0.24582404 0.70248870 562.83221336
9366 0.69858263 0.24354449 0.70394634 564.14745447
9367 0.70411891 0.23808269 0.72474258 564.40898015
9368 0.70581539 0.26423321 0.73719473 565.62102776
9369 0.70802376 0.27501019 0.74386180 570.16093885
9370 0.69915149 0.26807128 0.73776144 563.76099431
9371 0.69935014 0.25872611 0.74069827 564.99440543
9372 0.70142237 0.25486065 0.74234722 563.89347351
9373 0.70319460 0.25209347 0.76274686 565.14924218
9374 0.70370962 0.26638227 0.76625542 563.73858091
9375 0.70277590 0.25933998 0.74852845 563.45688236
9376 0.70594873 0.28806313 0.76852974 565.12104490
9377 0.70006555 0.27739011 0.74678011 562.89764031
9378 0.69963082 0.27434387 0.71730915 562.24885938
9379 0.70558005 0.27155450 0.71295887 568.32287837
9380 0.70221531 0.27109471 0.72748622 562.69721142
9381 0.70108499 0.27082360 0.71134686 562.54832307
9382 0.70054543 0.28105237 0.69673923 563.60866988
9383 0.69874295 0.26735150 0.71158510 562.58017199
9384 0.69806701 0.24459163 0.71713198 566.03917898
9385 0.69891355 0.24637255 0.68642270 562.65648017
9386 0.69834595 0.19939606 0.66290788 566.77921389
9387 0.69991291 0.18194168 0.65827778 567.95270320
9388 0.69913214 0.23333475 0.62759524 563.73737803
9389 0.70095408 0.20714363 0.61901121 564.60471983
9390 0.70393431 0.18270127 0.61863212 567.78354623
9391 0.69980893 0.16552500 0.59857694 565.56763747
9392 0.70016274 0.16466005 0.57815254 565.53126598
9393 0.69771617 0.22046020 0.56857967 566.78068501
9394 0.69068317 0.18693024 0.55429162 568.77362707
9395 0.69483636 0.17911032 0.52880973 564.85904278
9396 0.69812019 0.16919713 0.55030601 565.03034182
9397 0.69767294 0.16810433 0.55362915 564.71073880
9398 0.70196195 0.17182826 0.56421908 568.71433165
9399 0.69370332 0.16962146 0.54602076 565.71557823
9400 0.70088685 0.16406394 0.54118062 568.77166689
9401 0.70011935 0.20024435 0.54643179 571.17893193
9402 0.70018100 0.19426944 0.55613524 568.82405364
9403 0.69613336 0.20849790 0.57290877 564.06807553
9404 0.70041760 0.20660413 0.61050943 564.57749043
9405 0.69618669 0.22128956 0.63506814 563.73777114
9406 0.70098071 0.24632925 0.67593439 563.02582557
9407 0.69725951 0.24713535 0.67962348 563.28500202
9408 0.69706906 0.25664743 0.67575839 562.81369175
9409 0.70120460 0.22204164 0.68817143 563.89626171
9410 0.69321416 0.26717734 0.64882345 565.19585665
9411 0.69507988 0.23643495 0.62267267 563.54348585
9412 0.70092605 0.21669564 0.63555442 563.96749849
9413 0.70059535 0.20633694 0.64106803 563.69577546
9414 0.70179898 0.21207877 0.63307120 564.82118743
9415 0.70039744 0.19437722 0.62947401 564.13841784
9416 0.69897409 0.21407537 0.64517899 563.23193442
9417 0.69259204 0.28352589 0.62106951 566.80728254
9418 0.69077308 0.25333794 0.60792586 567.40759985
9419 0.69213353 0.27515764 0.61715194 566.52276128
9420 0.69728971 0.25038669 0.61955645 564.44253052
9421 0.69151250 0.26571108 0.61493526 566.63977287
9422 0.69903417 0.24373014 0.60459637 567.20161376
9423 0.69248795 0.23209372 0.59803642 565.38336213
9424 0.70008311 0.21789155 0.60577112 565.32884938
9425 0.69554275 0.22604390 0.58449312 564.19977916
9426 0.69292668 0.21891661 0.59245921 565.20184477
9427 0.69368827 0.23439163 0.59809430 564.36782808
9428 0.69460981 0.23593721 0.60932740 563.80800402
9429 0.69289455 0.25113273 0.59810190 565.31817316
9430 0.69329020 0.22556620 0.64345262 568.03790025
9431 0.69957941 0.22320011 0.64538217 562.95421634
9432 0.69752194 0.21592879 0.66090505 564.84863191
9433 0.69990762 0.22196109 0.65303630 563.00235908
9434 0.69447169 0.23295119 0.63641750 564.67543562
9435 0.69992881 0.23648568 0.64673352 563.32298011
9436 0.69929270 0.23173103 0.68926068 563.74941756
9437 0.70044915 0.23382435 0.64043747 564.01452554
9438 0.70088531 0.26556082 0.65352182 566.72939845
9439 0.69489861 0.27789989 0.65160664 564.23684108
9440 0.69668610 0.29421915 0.66127183 565.42411764
9441 0.69587405 0.30757840 0.69195853 564.52778242
9442 0.69739582 0.27917102 0.69185511 562.72327765
9443 0.70371631 0.24030787 0.68547833 564.95918192
9444 0.69657230 0.23598104 0.69914408 567.52486392
9445 0.70428458 0.22989435 0.69969297 564.81954838
9446 0.70302666 0.22844938 0.68701158 564.02586138
9447 0.70212344 0.22616943 0.68623679 563.62748691
9448 0.69867216 0.24490423 0.68954316 562.97783647
9449 0.70027837 0.22242620 0.68605844 564.00505445
9450 0.70184458 0.24971248 0.66839335 564.52215135
9451 0.69534725 0.26465762 0.66730533 563.61265009
9452 0.69966956 0.29180899 0.69158590 564.43227044
9453 0.69840140 0.30052869 0.68298503 565.33208896
9454 0.69538666 0.29893535 0.65122797 566.41680749
9455 0.69138648 0.28642232 0.66206056 567.89422190
9456 0.70199759 0.23951348 0.66661823 564.12716090
9457 0.70076284 0.20732363 0.65483638 563.85304350
9458 0.69959667 0.22025928 0.65675858 563.08509823
9459 0.69809879 0.25361666 0.65489924 562.81879630
9460 0.69210672 0.25448618 0.67115051 569.90735739
9461 0.70539032 0.21580507 0.68073023 566.82260630
9462 0.70225016 0.21574495 0.68138440 564.21070396
9463 0.69634547 0.20903287 0.65663136 566.97902871
9464 0.69781925 0.18596973 0.61482107 564.75354043
9465 0.70077931 0.17851307 0.61003978 565.02154359
9466 0.69663711 0.18859868 0.57926924 563.84115431
9467 0.69832632 0.19694704 0.56619237 565.29068015
9468 0.69851977 0.19007924 0.56479811 565.14870488
9469 0.70161595 0.19234489 0.58718546 567.25654896
9470 0.69840549 0.17812419 0.58775708 564.28647177
9471 0.69760047 0.18962961 0.55879629 564.78919570
9472 0.69420404 0.18790819 0.54986968 564.51745075
