# step h OmegaM OmegaL chi2
3614 0.70944873 0.33591355 0.88572425 566.80911403
3615 0.70893346 0.36215686 0.89955511 566.80455227
3616 0.70491285 0.34531925 0.91485799 568.10047610
3617 0.70544009 0.37122902 0.89878771 564.67229033
3618 0.70885514 0.33765970 0.89794657 566.44206035
3619 0.70339582 0.32627074 0.88029935 567.84433460
3620 0.70958027 0.31600341 0.90488993 569.05469291
3621 0.70001871 0.35164422 0.90554474 573.83363029
3622 0.70546522 0.33156829 0.91789543 570.54086309
3623 0.71313828 0.34588545 0.92135638 571.49943024
3624 0.70938879 0.34836584 0.89552160 566.83384612
3625 0.70739048 0.34840019 0.87699464 565.17910377
3626 0.70631393 0.32858755 0.86867144 564.73986138
3627 0.70255148 0.32005950 0.88011637 570.33392295
3628 0.70171318 0.33568787 0.88467722 569.40869777
3629 0.70080158 0.37641775 0.88601792 566.00645469
3630 0.70573131 0.36270900 0.85579842 565.39593116
3631 0.70017997 0.36187897 0.84386525 564.35450642
3632 0.70297156 0.32244574 0.84550693 564.51770859
3633 0.70617602 0.33726034 0.83455525 564.86746138
3634 0.70792580 0.32663221 0.82465013 567.10928652
3635 0.70495268 0.35699520 0.81317529 567.58100891
3636 0.69948229 0.34540801 0.81261336 563.74615553
3637 0.70093974 0.35951414 0.81764449 563.90803332
3638 0.70074782 0.36167649 0.79175477 565.54484758
3639 0.70105669 0.36252944 0.80858207 564.62212379
3640 0.69745037 0.39787359 0.80872401 568.32965704
3641 0.69994434 0.40291247 0.81700790 569.50869223
3642 0.69809555 0.42489535 0.83375996 571.02169880
3643 0.69925152 0.43453474 0.84497812 572.44089754
3644 0.70185120 0.43713043 0.86623483 572.89222868
3645 0.69604620 0.44291285 0.87410411 572.38349358
3646 0.70100814 0.43850333 0.86497552 572.42615512
3647 0.69690095 0.44609676 0.87068927 572.24813425
3648 0.69504260 0.43242864 0.88244335 573.32177493
3649 0.70632891 0.43198939 0.90762166 572.69088897
3650 0.70218514 0.41993122 0.87939993 568.24613703
3651 0.69883857 0.40329456 0.87236728 567.02088451
3652 0.70276900 0.39967819 0.88070032 565.77557989
3653 0.70655008 0.41101243 0.91227892 568.36634885
3654 0.70628114 0.40966511 0.95869091 566.73398255
3655 0.70280047 0.42394485 0.94794246 567.49464114
3656 0.70669219 0.41177737 0.96346292 566.95004323
3657 0.70862283 0.41978511 0.97250211 568.32361989
3658 0.70648426 0.42175245 0.95937902 567.30050178
3659 0.70730268 0.40677776 0.96579675 567.03607257
3660 0.71029163 0.39480989 0.96057651 568.52483726
3661 0.70854082 0.36897530 0.95719252 568.04181364
3662 0.71217934 0.40021445 0.97330870 571.02308729
3663 0.71193681 0.37283618 0.99519854 571.49504497
3664 0.71487281 0.34590216 0.99805538 576.61584942
3665 0.71611439 0.35793351 0.99420696 576.13756402
3666 0.71082569 0.36522402 1.01913391 576.95409445
3667 0.71280250 0.37791690 1.04645299 578.08470286
3668 0.71705963 0.37838584 1.03914491 578.31743291
3669 0.71602426 0.38529097 1.06331771 579.20711266
3670 0.71046237 0.37526615 1.04308055 580.29671320
3671 0.71035005 0.44063893 1.04419065 571.15628181
3672 0.70757298 0.41796418 1.03156580 572.35676102
3673 0.70934445 0.38583976 1.00016946 570.76433792
3674 0.70981507 0.41223274 0.99682573 568.90022893
3675 0.70362832 0.42430025 0.99293838 570.75209204
3676 0.70635769 0.43791551 0.97991730 568.29673017
3677 0.70236913 0.45101645 0.97441908 569.67315146
3678 0.70498217 0.43957770 0.96336396 568.15776528
3679 0.70335368 0.43649352 0.96482737 568.20688720
3680 0.70272771 0.41595427 0.96384464 569.01214583
3681 0.71060271 0.40959629 0.99449673 569.30511720
3682 0.70834437 0.41994237 1.00548761 568.92095964
3683 0.70627412 0.43447212 0.96647315 568.12358605
3684 0.71077742 0.41651894 0.99640145 569.72519579
3685 0.70781769 0.39195394 0.98676962 569.13942174
3686 0.70602933 0.40791824 0.96767610 567.18927240
3687 0.70803910 0.42041165 0.97554232 567.91787452
3688 0.70808500 0.41819853 0.97851259 567.84562701
3689 0.70613627 0.42239011 0.98336019 567.88477603
3690 0.70786039 0.43664917 1.00885604 569.06325038
3691 0.70704243 0.41874991 1.00336235 569.16029691
3692 0.70263303 0.43939537 0.97268912 569.15899244
3693 0.70192946 0.44358303 0.96488352 569.33239600
3694 0.70352662 0.44080849 0.98106083 569.00300960
3695 0.70866241 0.42086108 0.97920157 568.32745910
3696 0.70270322 0.42336428 0.96302387 568.59906770
3697 0.70678246 0.40322042 0.96162734 566.82090764
3698 0.70630037 0.41722956 0.93854119 567.27824454
3699 0.70759175 0.42753262 0.96747211 568.29122144
3700 0.70455272 0.41008707 0.94616672 566.48155423
3701 0.70093069 0.39759154 0.92305157 568.13262198
3702 0.70721391 0.38364095 0.92771827 565.85290771
3703 0.70705333 0.40178234 0.94768602 566.49111055
3704 0.70924910 0.40318599 0.93434026 569.23021219
3705 0.69905848 0.42332338 0.90588822 568.65369364
3706 0.69891564 0.39885352 0.90653336 569.35246075
3707 0.70502430 0.39323097 0.87309437 567.18777627
3708 0.69631820 0.40567133 0.85764359 569.35005715
3709 0.70210131 0.41179711 0.88258278 566.82757428
3710 0.70190215 0.41401788 0.89928901 566.49256745
3711 0.69932478 0.45530320 0.93585655 571.01170654
3712 0.70696720 0.42577542 0.92361190 570.39933462
3713 0.70341035 0.42763847 0.90054496 568.73330015
3714 0.70420182 0.42236017 0.88370468 570.32266389
3715 0.69871179 0.42958158 0.86786840 569.48983365
3716 0.70033663 0.41417315 0.85382258 568.28205999
3717 0.70181872 0.40410404 0.88590012 565.87934663
3718 0.70093859 0.40938158 0.90397387 566.59345223
3719 0.70095505 0.38350745 0.85982627 564.82171746
3720 0.70180377 0.35501389 0.87769726 565.62629889
3721 0.70016181 0.36259737 0.86329565 565.56439931
3722 0.70083484 0.32892269 0.85567197 567.33008476
3723 0.70455477 0.32384803 0.84798805 563.93422339
3724 0.70467460 0.33936218 0.84905619 563.56959205
3725 0.70495554 0.36413187 0.87190483 564.25858976
3726 0.70704577 0.33405822 0.87468218 564.94168841
3727 0.70715202 0.35182750 0.89920057 565.25461480
3728 0.70729709 0.34724397 0.88925833 565.13239446
3729 0.70469135 0.35333790 0.89906681 565.45520225
3730 0.70864750 0.35406539 0.87793434 566.89235272
3731 0.70545565 0.33432331 0.88287822 565.37184431
3732 0.70247135 0.34048891 0.86125701 564.68046699
3733 0.70513995 0.36246215 0.87004089 564.30170480
3734 0.70351988 0.39055555 0.89032927 564.99442777
3735 0.70620699 0.38162121 0.89455628 565.60577504
3736 0.70793372 0.36267948 0.89471067 565.89079046
3737 0.70269345 0.35190320 0.88517831 565.77414872
3738 0.70491065 0.36041963 0.88201949 564.19377652
3739 0.70460149 0.34275006 0.82948824 563.99854490
3740 0.70406371 0.34635976 0.79925570 566.09709450
3741 0.69762134 0.35308483 0.79269880 564.67394842
3742 0.69947028 0.35151512 0.81200836 563.80451071
3743 0.70154258 0.37707360 0.79568808 568.61020132
3744 0.69741415 0.37845995 0.79549088 566.55304431
3745 0.69629931 0.35040640 0.79490631 566.02762828
3746 0.70245268 0.33463466 0.80260473 563.14519474
3747 0.70355905 0.35570777 0.82539930 564.50047707
3748 0.70409327 0.34786392 0.80460651 565.80351078
3749 0.70261418 0.30984149 0.83723493 565.41752015
3750 0.70899429 0.30888131 0.84160610 566.69930125
3751 0.70852613 0.31805172 0.84960973 566.08882034
3752 0.70800054 0.30069905 0.84150565 565.87357049
3753 0.70342975 0.30810095 0.83089162 564.36980689
3754 0.70308274 0.32668089 0.85039312 564.47756347
3755 0.70421497 0.32220385 0.84571873 563.96913685
3756 0.70237044 0.33187069 0.85303144 564.77521121
3757 0.70451195 0.34568421 0.83935551 563.76875830
3758 0.70462167 0.34516390 0.81633158 565.05772479
3759 0.70157209 0.32941435 0.80528601 562.77818322
3760 0.69822595 0.32783267 0.79392602 564.36689887
3761 0.70263707 0.35725014 0.80248542 565.62975574
3762 0.70363131 0.32013243 0.80373848 563.01417292
3763 0.70010363 0.34166440 0.82534468 563.92594377
3764 0.70408947 0.35784775 0.81924405 565.79811534
3765 0.69616021 0.35674173 0.78619231 565.90035011
3766 0.69644669 0.32260965 0.76135616 564.67725565
3767 0.70090333 0.32993466 0.77061340 563.43858557
3768 0.69863730 0.33515232 0.76753787 563.55092572
3769 0.69719350 0.32511895 0.75779612 563.84326847
3770 0.69995085 0.29586290 0.77757811 563.61259530
3771 0.70512003 0.28892590 0.78529885 563.70652921
3772 0.70626089 0.27442591 0.79254927 564.92423607
3773 0.70086668 0.29420965 0.76888139 562.63448506
3774 0.70911554 0.28620329 0.79031664 568.66219299
3775 0.70629981 0.27679710 0.80448691 565.21116605
3776 0.70068778 0.28972804 0.79813520 565.65587238
3777 0.70506131 0.29252947 0.81534277 564.26257780
3778 0.70207505 0.27448088 0.78354157 564.76836884
3779 0.70268304 0.29393914 0.78457905 562.83155532
3780 0.70401632 0.29448979 0.78299721 563.05830961
3781 0.69881189 0.31899995 0.74341698 563.20326372
3782 0.69214430 0.32744139 0.71107336 568.39829495
3783 0.69451317 0.31619187 0.71488695 565.32571429
3784 0.69895264 0.28974232 0.69124261 563.67981979
3785 0.69718825 0.27874103 0.70066233 562.82400683
3786 0.69901627 0.29481943 0.71335515 562.83019142
3787 0.69578375 0.29955289 0.70099600 563.85075961
3788 0.69652215 0.29116201 0.71145865 563.34824314
3789 0.70177234 0.29442153 0.74571367 562.63465094
3790 0.69606863 0.28461781 0.70113544 563.52802199
3791 0.70154482 0.26704586 0.69303161 563.62645606
3792 0.70006791 0.22908210 0.67192718 562.92580292
3793 0.69882613 0.23739875 0.65991435 562.57191867
3794 0.69885987 0.22921887 0.65522565 562.73664993
3795 0.70363709 0.20365688 0.64926459 565.92083446
3796 0.69586118 0.21411352 0.65295299 566.41782004
3797 0.69764544 0.23842070 0.64720217 562.67106021
3798 0.69520971 0.28320386 0.69383465 564.12375941
3799 0.69800807 0.28441584 0.69052442 562.93953914
3800 0.69375239 0.30037161 0.68536762 565.41767838
3801 0.69100706 0.30239771 0.69412945 570.06153148
3802 0.69086064 0.31286873 0.71952147 572.13970312
3803 0.69851345 0.32534200 0.70500926 566.89066860
3804 0.69651957 0.28218427 0.71911547 563.97919256
3805 0.69614096 0.28729446 0.69983288 563.42429549
3806 0.69601170 0.30319945 0.67161341 565.38311118
3807 0.69935801 0.26740396 0.65503904 564.76541190
3808 0.69304616 0.26798158 0.62810355 565.26038322
3809 0.69906300 0.26255350 0.62190963 567.87989568
3810 0.69221786 0.26072814 0.61421781 565.83346406
3811 0.69405752 0.26275972 0.60108180 565.91567858
3812 0.69114314 0.24696963 0.61461108 567.31761369
3813 0.69166471 0.26091615 0.62106942 566.45917850
3814 0.69398335 0.22628585 0.59669138 564.16809965
3815 0.69578280 0.23434693 0.59841593 563.97168106
3816 0.69361574 0.24417278 0.57303136 566.10996854
3817 0.69191093 0.26379131 0.58036268 567.62218181
3818 0.69980088 0.23225351 0.61060383 565.94259705
3819 0.69946217 0.24629867 0.61738093 566.48791818
3820 0.69354050 0.24555977 0.62180090 564.56614976
3821 0.69601011 0.24055997 0.62185025 563.28847898
3822 0.69623359 0.25529248 0.62983390 563.68602204
3823 0.69760400 0.25807843 0.62577403 564.95091883
3824 0.70220721 0.21244511 0.59759678 569.27282949
3825 0.69352550 0.20231111 0.57480629 564.80742652
3826 0.69516552 0.24421249 0.59354068 564.89487426
3827 0.69462739 0.24840622 0.58419987 565.92304250
3828 0.69266406 0.27671055 0.60300729 567.28548360
3829 0.69144057 0.27628108 0.58255989 569.04202811
3830 0.68870953 0.29418717 0.59100827 571.97240481
3831 0.68965899 0.26834840 0.61313727 569.13830445
3832 0.69058028 0.25570216 0.60074872 567.49724847
3833 0.69494115 0.24516343 0.59520149 564.79724065
3834 0.69648075 0.24979847 0.61118711 564.59851416
3835 0.69605703 0.28729147 0.64512114 565.70742369
3836 0.69634991 0.28806187 0.64676481 565.81583423
3837 0.69380727 0.31476204 0.64316810 569.17074113
3838 0.69264807 0.29824978 0.65577508 566.54086360
3839 0.69533064 0.28629683 0.62746304 567.00266030
3840 0.69034965 0.29902677 0.64090632 569.13068175
3841 0.68922799 0.30526287 0.64478024 571.04234889
3842 0.68769887 0.29059783 0.61896674 572.94795808
3843 0.69338892 0.30745985 0.63052583 569.19832323
3844 0.69295004 0.32115616 0.62566347 572.25227712
3845 0.69501024 0.30880065 0.61503022 573.07605754
3846 0.68953925 0.28184028 0.63820937 570.17451527
3847 0.69615279 0.26439829 0.64804483 563.39831956
3848 0.70006077 0.24075874 0.66047060 562.92509180
3849 0.69893998 0.24139033 0.68430364 562.85143904
3850 0.69799901 0.24350461 0.68930820 563.54814973
3851 0.69520579 0.25625673 0.69118892 565.81700158
3852 0.69407044 0.26020038 0.67583568 565.83098259
3853 0.70135630 0.24603566 0.67275769 563.45517265
3854 0.70062475 0.25504570 0.66339488 564.01645190
3855 0.69663459 0.26511317 0.66642642 562.90509893
3856 0.69731016 0.26814542 0.66342774 563.03136319
3857 0.69928587 0.28359043 0.70362220 562.65251672
3858 0.69812592 0.29551650 0.67895701 564.83244600
3859 0.69611691 0.27813807 0.65633523 563.91038557
3860 0.69548665 0.27740745 0.64714574 564.32370168
3861 0.69455531 0.27993648 0.66373284 564.24020532
3862 0.69567180 0.29703577 0.68967303 563.95261806
3863 0.70052060 0.24777245 0.67135088 562.97157525
3864 0.70032077 0.24491706 0.66848112 562.87801194
3865 0.69549365 0.23700981 0.65909769 564.61122462
3866 0.70033354 0.23835574 0.68682922 562.77718256
3867 0.69888784 0.23741748 0.67895792 562.91464200
3868 0.70027201 0.24397070 0.69974678 562.84735378
3869 0.70035591 0.27085976 0.68046683 563.77818858
3870 0.70039242 0.26032693 0.67585237 563.29403897
3871 0.69832297 0.28413757 0.69439603 562.81924878
3872 0.69972027 0.29944844 0.72424342 562.87058533
3873 0.70232760 0.26848187 0.77307904 564.36469363
3874 0.70216971 0.28746516 0.75099641 562.49224066
3875 0.69889253 0.28028826 0.73382504 562.77983033
3876 0.70532427 0.27207120 0.75329480 564.45402221
3877 0.70482724 0.28024474 0.75170338 564.26830614
3878 0.70354249 0.29662003 0.75666474 563.57149832
3879 0.70403653 0.28560098 0.73021430 565.27072971
3880 0.70346045 0.32173044 0.75298735 566.74096686
3881 0.70336914 0.27841067 0.74511324 563.10840485
3882 0.69905108 0.28554288 0.73801638 562.62861090
3883 0.69982874 0.26892590 0.71182361 562.25220445
3884 0.69853607 0.28435563 0.70471511 562.53344657
3885 0.69796928 0.27078115 0.70381893 562.61845580
3886 0.70192204 0.26304868 0.71687525 562.67417541
3887 0.70027793 0.28843979 0.69862562 563.96049072
3888 0.69897572 0.30222796 0.70343787 564.07284933
3889 0.69495836 0.26779606 0.71236836 567.17479593
3890 0.69718211 0.27968882 0.69724931 562.79007651
3891 0.69459471 0.29013396 0.66863107 564.54935966
3892 0.70161243 0.25612351 0.66579451 565.08596861
3893 0.69287502 0.28992795 0.68277859 566.43196580
3894 0.69543260 0.30846276 0.70809398 564.33104981
3895 0.69644501 0.29878458 0.73898938 564.35953000
3896 0.69970446 0.30245886 0.74906027 562.40783525
3897 0.70113279 0.30477529 0.77108993 562.38952500
3898 0.70322877 0.31611897 0.79414136 562.87303709
3899 0.70176461 0.31322296 0.79651697 562.69256958
3900 0.70493367 0.31155078 0.78355262 564.51531387
3901 0.70670262 0.34126156 0.83638789 565.75789350
3902 0.69956624 0.33089899 0.83075224 565.72858372
3903 0.69765838 0.33533752 0.83042737 568.39135052
3904 0.70365000 0.33220404 0.78549886 564.96173598
3905 0.70266703 0.33132280 0.77368263 564.78022022
3906 0.70019351 0.33327953 0.80262206 563.10485671
3907 0.70048317 0.32905781 0.81484056 563.54450327
3908 0.70218930 0.32879827 0.79790072 562.87072316
3909 0.70226328 0.31166881 0.79476233 562.62077122
3910 0.69969400 0.32004386 0.78696272 563.03819554
3911 0.70012988 0.33317266 0.83723128 565.44539960
3912 0.70252328 0.35038499 0.82262973 563.53885026
3913 0.70456140 0.34120401 0.85984677 563.76019612
3914 0.70480003 0.35773643 0.89084176 564.57181149
3915 0.71043699 0.34437776 0.92800635 568.29486727
3916 0.71100498 0.33466087 0.91505339 568.72011900
3917 0.70998635 0.35812107 0.91396828 567.47177160
3918 0.70539368 0.36282654 0.89998040 564.77665360
3919 0.70246394 0.36123533 0.87117040 564.25730791
3920 0.70007376 0.38764004 0.84613329 565.39625937
3921 0.70560415 0.36719228 0.86081421 565.40724470
3922 0.70255617 0.36545619 0.86281165 563.91099765
3923 0.70163900 0.35892279 0.86341063 564.38817513
3924 0.70153993 0.37105892 0.87169763 564.60877280
3925 0.70661846 0.38750621 0.92373275 565.67373753
3926 0.70748756 0.38176236 0.92287384 565.93660437
3927 0.70249805 0.39580652 0.92380607 566.52910823
3928 0.70256820 0.38282842 0.90976684 565.91717958
3929 0.70294560 0.36012332 0.86140517 563.76168993
3930 0.70411066 0.33490526 0.86854260 564.69464492
3931 0.70603519 0.31657502 0.82994695 564.06356389
3932 0.70409054 0.32754463 0.80168168 563.79338587
3933 0.69855610 0.34382871 0.78941155 563.80493617
3934 0.70658074 0.34104426 0.84127899 565.25809069
3935 0.70499667 0.35903893 0.85670319 564.36428792
3936 0.70090800 0.37561869 0.88290456 565.68425572
3937 0.70482486 0.39787574 0.89303089 566.16978820
3938 0.70541280 0.41932367 0.93380562 567.08127873
3939 0.70148517 0.44818371 0.90841777 570.41429303
3940 0.70389572 0.42901376 0.91501605 568.25581552
3941 0.70507918 0.37990074 0.87026887 565.67496310
3942 0.70066341 0.38094745 0.91448687 569.01759782
3943 0.70592702 0.39622400 0.92498246 565.75471234
3944 0.70220465 0.39962334 0.89210361 565.49397487
3945 0.70257437 0.38095515 0.88008629 564.53970042
3946 0.70174290 0.36152096 0.86431040 564.29453279
3947 0.70480414 0.36191924 0.89181123 564.49177179
3948 0.70155300 0.36733424 0.87267799 564.73175704
3949 0.70227086 0.33816538 0.85954045 564.89360496
3950 0.70023705 0.36515221 0.85572221 564.84613720
3951 0.70297149 0.33800937 0.84544331 563.50154135
3952 0.70330217 0.35973698 0.85860052 563.70612511
3953 0.70434908 0.34702748 0.86139024 563.71034367
3954 0.70513011 0.34477874 0.87603367 564.28555636
3955 0.70601482 0.34243060 0.86884905 564.25814645
3956 0.70135778 0.37063486 0.87504155 564.92463308
3957 0.70771094 0.36657965 0.90124523 565.72666221
3958 0.70308962 0.36569103 0.89270254 565.07393744
3959 0.70381208 0.38805234 0.86093442 566.16707725
3960 0.70046301 0.41197530 0.85844387 567.66948960
3961 0.69639406 0.43233247 0.86495695 571.04335224
3962 0.69591459 0.42021584 0.86633688 570.74560655
3963 0.69869899 0.40902100 0.81169926 570.41888501
3964 0.69482779 0.39033917 0.83496036 570.29476255
3965 0.70219392 0.38257439 0.87295388 564.58744893
3966 0.70896994 0.36907393 0.90179121 567.25215041
3967 0.70837140 0.36191518 0.87716313 567.29063429
3968 0.70386859 0.34949239 0.86542058 563.82043251
3969 0.70175669 0.36190619 0.87395328 564.87447831
3970 0.70027473 0.33497932 0.82369784 563.97388142
3971 0.70075087 0.32630687 0.79314145 562.73926102
3972 0.70220762 0.32832840 0.81070243 562.79404167
3973 0.70055011 0.35683975 0.79302337 564.69522046
3974 0.69681299 0.38077049 0.78210993 567.61479416
3975 0.69916423 0.36614228 0.77587148 566.58158390
3976 0.70122396 0.33728730 0.77920168 563.81119043
3977 0.70346918 0.27395536 0.77707432 563.69365672
3978 0.70023273 0.27491558 0.75559367 563.58635533
3979 0.70376129 0.26619566 0.71034086 564.83665892
